Tournament,TeamName,Speakers
"Kinnaird College DC 2022","Roots Ivy Team C","umarakmalwahla;sumeransardhillou"
"Kinnaird College DC 2022","Roots Ivy Team D","samanzia;arfakashif"
"Kinnaird College DC 2022","SG A","subhabucha;mehreensalam"
"Kinnaird College DC 2022","SG B","khadijanaeem;alizesalman"
"Kinnaird College DC 2022","Sher e Punjab","mohammadali;hashimali"
"Kinnaird College DC 2022","SICAS A","myaqoob;ahmadjamshaid"
"Kinnaird College DC 2022","SICAS B","danish;daniyal"
"Kinnaird College DC 2022","s&amp;s","saranaseer;sabaurooj"
"Kinnaird College DC 2022","swings a",";"
"Kinnaird College DC 2022","Swings B","speaker;speaker"
"Kinnaird College DC 2022","swings C",";"
"Kinnaird College DC 2022","Swings D",";"
"Kinnaird College DC 2022","Swings E",";"
"Kinnaird College DC 2022","Swings F",";"
"Kinnaird College DC 2022","tcs shalimar","maham;mariahasany"
"Kinnaird College DC 2022","Team LA","hamnaasif;irhahassan"
"Kinnaird College DC 2022","The Swing Team","alimuhammad;shafayasgharali"
"Kinnaird College DC 2022","UCL Team A","hammadsaleem;haniariffat"
"Kinnaird College DC 2022","UCL Team B","ibrahimfaisal;minahilakram"
"Kinnaird College DC 2022","UCL Team C","tayyabjaved;ranasherkhan"
"Kinnaird College DC 2022","UCL Team D","shamylrizwanawan;ryenasaadatkhera"
"Kinnaird College DC 2022","UCL Team E","adamwaliullahsheikh;sheheryarkhan"
"Kinnaird College DC 2022","UET","santoshkumar;emaan"
"Kinnaird College DC 2022","Vanilla Cream Scented Candle","hamnasaeed;moezzatehseen"
"Kinnaird College DC 2022","We don&#x27;t break anymore","mehdialirizvi;aatikaabid"
"Kinnaird College DC 2022","Wild Card","ashirhabib;syedmuhammadabdullah"
"Kinnaird College DC 2023","Apni Shakal Dekho aur Baatein Dekho","arshiyashoaib;muhammadali"
"Kinnaird College DC 2023","Bhai sahab, aap convince ho gaye ha","ezaqamar;anumnaseer"
"Kinnaird College DC 2023","crescent girls team A","zainabrizwan;noorfatima"
"Kinnaird College DC 2023","crescent girls team B","ayezaaltaf;sarahaltaf"
"Kinnaird College DC 2023","GC U-19 A","muhammadomer;areebadil"
"Kinnaird College DC 2023","GC U-19 B","tahatahir;abdullahfateh"
"Kinnaird College DC 2023","GCU A","jazibahmed;shahjahantahir"
"Kinnaird College DC 2023","GCU C","timsalfatima;jazibkhan"
"Kinnaird College DC 2023","GT Boys","ahmedbintahir;muhammadaly"
"Kinnaird College DC 2023","ISL A","aizadrayan;imanwaseem"
"Kinnaird College DC 2023","ISL B","ainanadeem;fatimahaider"
"Kinnaird College DC 2023","ISL C","muhammedbinahsan;haniasehr"
"Kinnaird College DC 2023","ISL D","danishrasool;zeenoorkhadija"
"Kinnaird College DC 2023","ISL E","daniyalhassan;aliaanazara"
"Kinnaird College DC 2023","ISL F","aliakbarzaidi;ebraheemmubashir"
"Kinnaird College DC 2023","KC SWINGS 1","soeaker;speaker"
"Kinnaird College DC 2023","KC SWINGS B","speaker;speaker"
"Kinnaird College DC 2023","KC SWINGS C","speaker;speaker"
"Kinnaird College DC 2023","KC SWINGS D","speaker;speaker"
"Kinnaird College DC 2023","KEMU A","ammarurrehman;salehaazeem"
"Kinnaird College DC 2023","KEMU B","luqmanmunir;amnakhalid"
"Kinnaird College DC 2023","khoti and almost pak team","bakhtiyar;bilalnajaf"
"Kinnaird College DC 2023","LGS IZMIR A","muhammadanassaeed;muhammadalihashmi"
"Kinnaird College DC 2023","LGS IZMIR B","tashifmehmood;zainhameed"
"Kinnaird College DC 2023","LGS JT gonna fail finals","muhammedahmedkamal;ahmedsultan"
"Kinnaird College DC 2023","LGS Shahjamal A","fizbahamid;areebabilal"
"Kinnaird College DC 2023","Lorenzo von Matterhan","tayyabjaved;ranasherkhan"
"Kinnaird College DC 2023","LUMS IV 23","danyalmaqbool;lybabashir"
"Kinnaird College DC 2023","Pak Team - Blue","alinahashmi;aizadrayan"
"Kinnaird College DC 2023","Pak Team - Eqbal Ahmed goes to Viet","imanmonoo;daudkharral"
"Kinnaird College DC 2023","Pak team - Hassan&#x27;s mujahideen","rafayhadi;ainanadeem"
"Kinnaird College DC 2023","Pak Team - National Winners (I wish","yasaradnan;muhammadbinahsan"
"Kinnaird College DC 2023","Pak Team- The only joke is us","haniasehr;sheharyarhusham"
"Kinnaird College DC 2023","PU A","abdullahazam;syedtaqishah"
"Kinnaird College DC 2023","PU B","usman;ahsansaleem"
"Kinnaird College DC 2023","UET A","ahmedshaheer;minahalmunir"
"Kinnaird College DC 2023","UET ASH","raheelnawaz;syedhussain"
"Kinnaird College DC 2023","UET LOL","maryamejaz;mahnoorkhalique"
"Kinnaird College DC 2023","UMT A","amaaemabuzar;zohaibshahjehan"
"Kinnaird College DC 2023","VU Pioneers","zeeshanaamir;naumannadeem"
"KNUST Debate Open 2024","ALU Smart &amp; Takura","smartisrael;takurandoro"
"KNUST Debate Open 2024","Belgrade KB","obradkostic;strahinjabatanjski"
"KNUST Debate Open 2024","Chelsea FC Fan and Chelsea","chelseazheng;raywang"
"KNUST Debate Open 2024","Columbia debate darlings","alejandraavila;nidhibanoy"
"KNUST Debate Open 2024","Columbia Shore Squared","alexshore;albertshore"
"KNUST Debate Open 2024","Columbia two agnostics walk into a bar","abrarahmed;mukudzeiishe"
"KNUST Debate Open 2024","CTNN","phamminhjr;nguyennamkhanh"
"KNUST Debate Open 2024","CU Indonesia CUI","ramazanbayramsofiano;fransiskaanastasiahutabarat"
"KNUST Debate Open 2024","Delhi &quot;Gambling&quot; in Vijaynagar","pratyakshavijay;vishesh"
"KNUST Debate Open 2024","DTU Greymatter stuck with velvet thund","preeyanshaggarwala;robinsinha"
"KNUST Debate Open 2024","DTU ser da serrr","rishabhgupta;riyandahiya"
"KNUST Debate Open 2024","eichhörnchen","alexandrauytioco;zacharytoo"
"KNUST Debate Open 2024","Feastables and Prime","yihanethanwu;chenrujiang"
"KNUST Debate Open 2024","Ghana NN","anastasiankrumah;alexanderegyinnyenku"
"KNUST Debate Open 2024","Ghana OD","anndonya;nanaoseiowusu"
"KNUST Debate Open 2024","Ghana OF","frederickarkoh;oscargati"
"KNUST Debate Open 2024","HKU I&#x27;m just a girl","hannahmiranda;mahirfaiaz"
"KNUST Debate Open 2024","HLU We love our uni so much","maitran;vinhhoang"
"KNUST Debate Open 2024","KCL consuming questionable black subst","jasonpocock;aurorazhang"
"KNUST Debate Open 2024","KCL If we&#x27;re running anarchy, Nikita&#x27;s","nikitatarasov;michaeloshaughnessy"
"KNUST Debate Open 2024","KCL Point Taken","nikolaskunesch;lizchernikova"
"KNUST Debate Open 2024","KCL two members of BRICS walk into a b","joshuastone;liviafordellone"
"KNUST Debate Open 2024","KNUST Jesus still loves Judas","akuadonkor;euodiaappiah"
"KNUST Debate Open 2024","KNUST That&#x27;s what she said","henakukwasiowusu;nangelowusu"
"KNUST Debate Open 2024","KNUST You HAWK TUAH be kidding me😡","jacobgarshong;jeffreydjiboe"
"KNUST Debate Open 2024","Midnight Crew","redacted;gracehuang"
"KNUST Debate Open 2024","MSIT Italian plumber in tokyo tower","keshavrai;samu"
"KNUST Debate Open 2024","Oxford CZ","zachfleesler;chrismentiscravaris"
"KNUST Debate Open 2024","Oxford Majulah Tanah Airku","bonfiliodazzle;tajeiputhucheary"
"KNUST Debate Open 2024","Oxford NA","lwandlentshangase;bharathanantham"
"KNUST Debate Open 2024","Oxford you can tell jesus that the bitch","elenaradulescu;aidanwoo"
"KNUST Debate Open 2024","Purr💅💅","mattwakonda;cynthiaestherapili"
"KNUST Debate Open 2024","Strathmore Adika and Becks","beckyalek;michelleadika"
"KNUST Debate Open 2024","Sui Generis","olamideolayinka;dominicstanleymarcus"
"KNUST Debate Open 2024","Swing 1","speaker;speaker"
"KNUST Debate Open 2024","Swing 2","speaker;speaker"
"KNUST Debate Open 2024","Swing 3","speaker;speaker"
"KNUST Debate Open 2024","Swing 4","speaker;speaker"
"KNUST Debate Open 2024","Swing 5","speaker;speaker"
"KNUST Debate Open 2024","Tel Aviv Gallus domesticus","nettaginat;orshahaf"
"KNUST Debate Open 2024","Tel Aviv HaGhana","ortoledano;adistiassnie"
"KNUST Debate Open 2024","Tel Aviv RO","orenshacham;reutginat"
"KNUST Debate Open 2024","The silent EOs","nguyendinhthai;tranlequang"
"KNUST Debate Open 2024","UCL CD","manavdhaliwal;rohancampion"
"KNUST Debate Open 2024","Unofficial SPS","frankaboender;adriansiniscalco"
"KNUST Debate Open 2024","USU Chen and Roebuck-Krautz","bennettroebuckkrautz;brendonchen"
"KNUST Debate Open 2024","USU Douglas &amp; Freeland","miafreeland;eleanordouglas"
"KNUST Debate Open 2024","You wanna go inside me? That’s cra","amitaibenporat;shauryachandravanshi"
"Kumasi Debate Open 2023","abɛbɛ","hamdiatubatiehaalhassan;miebogodwintizaayela"
"Kumasi Debate Open 2023","abirekyie","saleemsalisu;martinavorgah"
"Kumasi Debate Open 2023","abosomakoterɛ","mahadiayiwoli;ezieljohnson"
"Kumasi Debate Open 2023","adanko","kelvindamptey;michaelyeboahampah"
"Kumasi Debate Open 2023","afunumu","aft;franco"
"Kumasi Debate Open 2023","agyinamoa","richardsondughan;owurakuamponsahoduro"
"Kumasi Debate Open 2023","akokɔ","mensahjoannaelornam;apamhannahhaddassaha"
"Kumasi Debate Open 2023","akokɔnini","agyapongwiredumatthew;ntiriobengamoanijesse"
"Kumasi Debate Open 2023","akorɔma","adjeibenedicta;seidusalamatu"
"Kumasi Debate Open 2023","akranteɛ","hamzamohammedabdullah;berniceluguniah"
"Kumasi Debate Open 2023","akura","sulemanamohammedjamaldeen;agyemangjeffery"
"Kumasi Debate Open 2023","amankuo","patiencemaameefuaagyiriandoh;yasminealiosman"
"Kumasi Debate Open 2023","amoakua","kelvindelaliazametimensah;edemboso"
"Kumasi Debate Open 2023","ananse","kwameyeboahlederley;widumahrafiu"
"Kumasi Debate Open 2023","Anomaa","melissamenlahadu;traceyankrah"
"Kumasi Debate Open 2023","apan","wilheminamaisie;estherkyeraa"
"Kumasi Debate Open 2023","apɔnkye","nanayaagaisie;chleopatraazantilow"
"Kumasi Debate Open 2023","apɔtrɔ","dennisarhinful;agarthamensahtwumasi"
"Kumasi Debate Open 2023","aprawa","musahabdulrazak;henryoseifordjour"
"Kumasi Debate Open 2023","bonsu","acquahyanksonbright;akomaninggodfred"
"Kumasi Debate Open 2023","dabodabo","jeffreydjiboe;corneliusbartels"
"Kumasi Debate Open 2023","edwie","jeremynoel;alexandraadotey"
"Kumasi Debate Open 2023","gyata","asirifimichaelkissi;quayekamaldeen"
"Kumasi Debate Open 2023","kankabi","victoryyawdonkor;niicommeytagoe"
"Kumasi Debate Open 2023","kankane","emmanuelwbisilki;joycedkugbadzor"
"Kumasi Debate Open 2023","Kokokyinaka","verafosuafrimpong;ranveeagyareyeboah"
"Kumasi Debate Open 2023","kɔkɔsakyi","joshemeyerakpoonajete;joredelcharnor"
"Kumasi Debate Open 2023","kɔtɔkɔ","kojooacheampong;prospermichaelametu"
"Kumasi Debate Open 2023","kotokurodu","emmanuelayiteatiapa;miriamennim"
"Kumasi Debate Open 2023","mfɔteɛ","euodiamarfowaaappiah;doreendanti"
"Kumasi Debate Open 2023","nankwaasere","edithowusuaaquayson;innocentmadawu"
"Kumasi Debate Open 2023","nantwie","aliahudasaqib;fafaliyevugah"
"Kumasi Debate Open 2023","nantwinini","mitchibrahimseidu;mercykekelibrown"
"Kumasi Debate Open 2023","nkanka","marysowah;jonathanagbetsoamedo"
"Kumasi Debate Open 2023","nsonkuronsuo","amoahharrison;amesisuleimankhadija"
"Kumasi Debate Open 2023","ntontom","obedasmah;sylviatwumasiamisare"
"Kumasi Debate Open 2023","ntutummɛ","duutibaribevictor;kassimfushenimaltiti"
"Kumasi Debate Open 2023","nyanyankyerɛ","anastasiaaninkon;eugeniaoforigyamfi"
"Kumasi Debate Open 2023","ɔbankuo","jefferyowusuacheaw;adetordelakwame"
"Kumasi Debate Open 2023","oboodede","akuadonkoramamoo;millicentappiahasantewaa"
"Kumasi Debate Open 2023","ɔdɛnkyɛm","emmanuelladeborahacquah;nathanielfleku"
"Kumasi Debate Open 2023","odwan","desmonddorvlo;addoobengopokuagyeman"
"Kumasi Debate Open 2023","ɔforoteɛ","eleazarasase;abdulmujeebamanyelongshiraz"
"Kumasi Debate Open 2023","ɔkɔdeɛ","preciousmawunyontase;oscarnyarko"
"Kumasi Debate Open 2023","okusie","jacklineballang;godfrednanaboakye"
"Kumasi Debate Open 2023","ɔsono","ceciliahatsu;ernestaddo"
"Kumasi Debate Open 2023","ɔtwe","samueladuamayeboah;maameabenaguamfiwaaamaning"
"Kumasi Debate Open 2023","ɔwɔ","maimabrooks;josephmworlo"
"Kumasi Debate Open 2023","patuo","savinoowiredumensah;franciscasarpong"
"Kumasi Debate Open 2023","pɔnkɔ","anthonyaprontikupah;akosuajulianaomane"
"Kumasi Debate Open 2023","pɔnkɔ ba","nanayaantodi;eransosejisomah"
"Kumasi Debate Open 2023","prako","getrudepayne;godsonvenunye"
"Kumasi Debate Open 2023","prako bedeɛ","staceyamabeniedadzie;felixowusunkansah"
"Kumasi Debate Open 2023","prakonini","ndukwewisdom;ayafatonye"
"Kumasi Debate Open 2023","sakraman","deborahesenamawukuvi;chideramuojeke"
"Kumasi Debate Open 2023","sisire","christabeladarkwah;samsudeenapiigayakubu"
"Kumasi Debate Open 2023","sommorɔ","emmanuelquansah;heartwellbayida"
"Kumasi Debate Open 2023","Swing 1","speaker;speaker"
"Kumasi Debate Open 2023","Swing 2","speaker;speaker"
"Kumasi Debate Open 2023","Swing 3","speaker;speaker"
"Kumasi Debate Open 2023","Swing 4","speaker;speaker"
"Kumasi Debate Open 2023","tɛtea","priscillamensah;joycedelalikpeglo"
"Kumasi Debate Open 2023","trɔmo","phoebebambil;michaelboakyedanquah"
"Kumasi Debate Open 2023","wowa","ezenwakuba;nanayawofosuababio"
"Kumasi Debate Open 2024","Swing A","speaker;speaker"
"Kumasi Debate Open 2024","The Abaser","justiceowusuosei;newtonkrakani"
"Kumasi Debate Open 2024","The Acceptor of Repentance","ayodelesamuel;mohammedhabib"
"Kumasi Debate Open 2024","The All-benevolent","jenniferarthur;loaceamoanab"
"Kumasi Debate Open 2024","The All-cherishing","victoriakendi;soniasmith"
"Kumasi Debate Open 2024","The All-communicating","jonathanappiahkoduah;idanhyiraboakye"
"Kumasi Debate Open 2024","The All-encompassing","keziahsowahmawusi;frozellaagyemang"
"Kumasi Debate Open 2024","The All-encouraging","sophiamilenuertey;judedadzie"
"Kumasi Debate Open 2024","The All-Forgiving","johnyaoquarshie;julietobahemateyekojo"
"Kumasi Debate Open 2024","The All-giving","niicommeytagoe;mercykekelibrown"
"Kumasi Debate Open 2024","The All-Hopeful","akinkunmibamigboye;belindanketia"
"Kumasi Debate Open 2024","The All-Knowing","jefferyowusuacheaw;delakwameadetor"
"Kumasi Debate Open 2024","The All-listening","joycedzidzor;broninyarko"
"Kumasi Debate Open 2024","The All-nurturing","kelvinazebiah;samueliwuozor"
"Kumasi Debate Open 2024","The All-responsive","nathanielkwebiantwi;coachkoranteng"
"Kumasi Debate Open 2024","The All-Seeing","mimiadwoayeboahtenkorang;kwabenaowusu"
"Kumasi Debate Open 2024","The All-supportive","pearlazah;deborahabenatettey"
"Kumasi Debate Open 2024","The Appreciative","petermiezah;kelvingyaduasiedu"
"Kumasi Debate Open 2024","The Avenger","cynthiaestherapili;mavismensah"
"Kumasi Debate Open 2024","The Compassionate","florencebawa;angelamavi"
"Kumasi Debate Open 2024","The Compeller","celestinadonkor;abdullahsulleyman"
"Kumasi Debate Open 2024","The Constrictor","anastasiaaninkon;idablankson"
"Kumasi Debate Open 2024","The Creator","reginaninsin;ceciliahatsu"
"Kumasi Debate Open 2024","The Creator of Good","speaker;speaker"
"Kumasi Debate Open 2024","The Delayer","tsetseboampemsafoaacquah;abdulazizalialhassan"
"Kumasi Debate Open 2024","The Equitable","marvinduah;nanakwameyeboahopoku"
"Kumasi Debate Open 2024","The Everlasting","michelleaidoobright;princeopokumensah"
"Kumasi Debate Open 2024","The Exalter","kingsleykodjoedufiaanagbonu;richardnanakwameagyemang"
"Kumasi Debate Open 2024","The Expediter","preciouspaulinaadjei;alexjuniorofuateykodjoe"
"Kumasi Debate Open 2024","The Fashioner","aliahudasaqib;collinsundelikwo"
"Kumasi Debate Open 2024","The First","saleemsalisu;akuadonkoramamoo"
"Kumasi Debate Open 2024","The Forbearing","emmanuelquansah;heartwellkbayide"
"Kumasi Debate Open 2024","The Gatherer","rafiuwidumah;michaelboakyedanquah"
"Kumasi Debate Open 2024","The Giver of Life","jacobgarshong;wisdombanajahntebi"
"Kumasi Debate Open 2024","The Glorious","marynaaanyorkorsowah;ayeyianimaddo"
"Kumasi Debate Open 2024","The Greatest","carolinaabaquayson;kwadwoacheampong"
"Kumasi Debate Open 2024","The Guardian of Faith","deborahemmanuellaacquah;kojooacheampong"
"Kumasi Debate Open 2024","The Guide","fadilakoukouraadam;abrahamkomlanative"
"Kumasi Debate Open 2024","The Hidden","asamoahobedboakye;graceessel"
"Kumasi Debate Open 2024","The Immanent","kennethmensah;samuelamoako"
"Kumasi Debate Open 2024","The Immutable","peacejohnkalio;nanagriffiths"
"Kumasi Debate Open 2024","The Inheritor","silasbuabeng;saeedmohammedbonsu"
"Kumasi Debate Open 2024","The Judge","kwasihenaku;yaaasabeaasamensah"
"Kumasi Debate Open 2024","The Just","sylviaamisaretwumasi;ishmaelpapaabakah"
"Kumasi Debate Open 2024","The Light","keishaadjeitawiah;adwoaanimahodame"
"Kumasi Debate Open 2024","The Living","ralphinaagyei;abigailadusei"
"Kumasi Debate Open 2024","The Loving","chantalshirleyzikpi;hajaranapagasaani"
"Kumasi Debate Open 2024","The Magnificent","muktafisahakamil;efuaeshun"
"Kumasi Debate Open 2024","The Majestic","haneefmohammedsaani;chrisfoli"
"Kumasi Debate Open 2024","The Manifest","amaadomadjeiboateng;jimmyjesthirockboateng"
"Kumasi Debate Open 2024","The Mighty","edemboso;raphaelarthur"
"Kumasi Debate Open 2024","The Most Compassionate","olamideestherolayinka;sulemanamohammedjamaldeen"
"Kumasi Debate Open 2024","The Most High","patiencemaameefuaagyiriandoh;doreendanti"
"Kumasi Debate Open 2024","The Nourisher","florenceoforiwaaoffei;daviddompreh"
"Kumasi Debate Open 2024","The Omnipotent","jamessackeyrobertson;dennisarhinful"
"Kumasi Debate Open 2024","The Omnipresent","nathanielfleku;martinavorgah"
"Kumasi Debate Open 2024","The Omniscient","roseoppong;victoriaamantana"
"Kumasi Debate Open 2024","The Opener","jessentiri;matthewagyapong"
"Kumasi Debate Open 2024","The Originator","elmerarizie;cindymishiame"
"Kumasi Debate Open 2024","The Owner of Sovereignty","fafaliyevugah;esinortey"
"Kumasi Debate Open 2024","The Patient","isaacagyei;opokudavidkofi"
"Kumasi Debate Open 2024","The Patron","joshuaonajeteemeyerakpo;savinoowiredumensah"
"Kumasi Debate Open 2024","The Perfect","roselynowusu;isaacboatengkyei"
"Kumasi Debate Open 2024","The Possessor of Majesty and Honor","augustinedzomeku;bethelkuukumprahobiri"
"Kumasi Debate Open 2024","The Preventer of Harm","speaker;speaker"
"Kumasi Debate Open 2024","The Protector","abdulfatawualhassan;abdulfattawanum"
"Kumasi Debate Open 2024","The Provider","dewilaalutherfembeti;jeffreyedemkojodjiboe"
"Kumasi Debate Open 2024","The Reckoner","felicityneequaye;crispendelaatsyor"
"Kumasi Debate Open 2024","The Responsive","philipananaabrafiopoku;shakirishaq"
"Kumasi Debate Open 2024","The Righteous Teacher","wesleyoduro;nangelacheawnanaowusu"
"Kumasi Debate Open 2024","The Self-Sufficient","roselinesedinamdogbe;abdullahhamzamohammed"
"Kumasi Debate Open 2024","The Source of Peace","euodiaappiah;patrickmeah"
"Kumasi Debate Open 2024","The Sovereign","miriamennim;samuelbaahboateng"
"Kumasi Debate Open 2024","The Subduer","feyisayoajayiabu;rafaelamankwah"
"Kumasi Debate Open 2024","The Subtle","rophinambitoratarebono;gracelamileylamptey"
"Kumasi Debate Open 2024","The Sustainer","precioussiaw;gyanmohammed"
"Kumasi Debate Open 2024","The Taker of Life","rowlandakwasiduah;gideonpkdadson"
"Kumasi Debate Open 2024","The True Love","addoobengopokuagyeman;joannaelornammensah"
"Kumasi Debate Open 2024","The Trustee","ranveeragyare;dughanrichardson"
"Kumasi Debate Open 2024","The Truth and Wealth","phewbyvugu;sirlordoppong"
"Kumasi Debate Open 2024","The Vast","breindelaryeetey;desmondaddo"
"Kumasi Debate Open 2024","The Watchful","ernestinaedinamakpaglo;nanaadwoaserwaabonsu"
"Kumasi Debate Open 2024","The Wise","bernardopokubaah;fredaaddico"
"Kumasi Debate Open 2024","The Witness","emmanueljamiefrimpong;ernestaddokofi"
"Kyiv Open 2021","Banana Diplomats","olesiamatskovych;katerynaalieko"
"Kyiv Open 2021","Breaking bad","yuliiaaleksandrova;yemchenkoyukhym"
"Kyiv Open 2021","Debbie Bait","kristoferskarliskrumins;urteradaviciute"
"Kyiv Open 2021","Glasgow CV","emmachan;ananyavenkatesan"
"Kyiv Open 2021","Glasgow SD","jamiesalemdalgety;sarahdewar"
"Kyiv Open 2021","Haifa AT","talratner;ayalmor"
"Kyiv Open 2021","Howl and Markl","yakunyang;aldilairsyad"
"Kyiv Open 2021","Krompir, polje i bezobrazluk ove dr","oljabosnjak;petarznidar"
"Kyiv Open 2021","lofi hip hop radio - beats to debat","jacekruszar;zuzannalipien"
"Kyiv Open 2021","LSD","luciaradic;saraburazerturko"
"Kyiv Open 2021","MRU LK",""
"Kyiv Open 2021","MRU VM","madinamoldagali;katerynavarava"
"Kyiv Open 2021","Mujahideen","mariiaprylypko;alexanderyeremenko"
"Kyiv Open 2021","Not meee, not Hermionee, Youuuu!","speaker;speaker"
"Kyiv Open 2021","Oxford CL","heatherli;aniketchakravorty"
"Kyiv Open 2021","Oxford RL","genevaroy;gabylin"
"Kyiv Open 2021","Potterville","danielberman;thomaspotter"
"Kyiv Open 2021","Radical Warsawcentrism","hannaszczerbinska;nataliasiwek"
"Kyiv Open 2021","S1MPL1C1TY","atiyaalhammud;andriykasyanenko"
"Kyiv Open 2021","Semen squad","artemzubtsov;dmytroakulov"
"Kyiv Open 2021","Sigma Male is beyond the construct ","siddhantnagrath;rohansastry"
"Kyiv Open 2021","Swing","speaker;speaker"
"Kyiv Open 2021","Swing 1","speaker;speaker"
"Kyiv Open 2021","Swing 2","speaker;speaker"
"Kyiv Open 2021","Swing 3","speaker;speaker"
"Kyiv Open 2021","Swing 4","speaker;speaker"
"Kyiv Open 2021","TBA PF","petarzec;frankalogaric"
"Kyiv Open 2021","That&#x27;s what living in Poland does t","bartekbiadon;olamusia"
"Kyiv Open 2021","The last shall be first","michareczek;maciejkicior"
"Kyiv Open 2021","The Titans","comfortayelomi;okparavictor"
"Kyiv Open 2021","Uksword A","aleksandradagil;kacperzakowicz"
"Kyiv Open 2021","Vyshenka A","bohdanolikh;anastasiiaseneliuk"
"Kyiv Open 2021","We&#x27;re too old for this shit, and ye","lukapetrovic;tinpuljic"
"Kyiv Open 2021","What about the weather in Powsin?","pawemikowski;maciektarnowski"
"Kyiv Open 2021","Wijnhaven 1st Row","urischolten;jacobbanquicio"
"Kyiv Open 2021","Yes. I was thinking the same thing","mirunachirila;eirinikolimatsi"
"Lancaster IV 2025","ldu A","pavolpotocar;josephbaxter"
"Lancaster IV 2025","ldu B","balaji;tommcclatchley"
"Lancaster IV 2025","LDU BH Big Chicken","carys;benjaminsharp"
"Lancaster IV 2025","ldu C","jezmcgurk;adampybus"
"Lancaster IV 2025","ldu Callum&#x27;s least favourite","aaronford;lizziemccoy"
"Lancaster IV 2025","LDU Formula 1’s Fools","peterharris;mahisharma"
"Lancaster IV 2025","LDU Old And Older","oliviamackender;samrenreddy"
"Lancaster IV 2025","LDU tortured judges department","katiestephanou;evelyngibbs"
"Lancaster IV 2025","LDU Watch me whip watch me nae nae","katiekelly;vaishkalyanasundram"
"Lancaster IV 2025","Leeds A","navyadhulipala;vincentosullivan"
"Lancaster IV 2025","Leeds B","yaseenahmed;barneyneilson"
"Lancaster IV 2025","MUDU BE","brianli;evgeniiakatanova"
"Lancaster IV 2025","MUDU Debate and Switch","deniskudinov;oscarroots"
"Lancaster IV 2025","Newcastle 1","emily;safia"
"Lancaster IV 2025","Newcastle 2","lily;sadif"
"Lancaster IV 2025","Newcastle 3","roza;mashal"
"Lancaster IV 2025","Newcastle 4","ariana;abdirahman"
"Lancaster IV 2025","We won’t break unless he makes me c","zoe;nav"
"Lancaster IV 2025","York 2","dangallagher;gracemaguire"
"Lancaster IV 2025","York Tuah","annabellaphillips;chengashleytiffany"
"Leiden Open 2023","AC Dutch Exceptionalism","audreyzhou;ceciliagrandascott"
"Leiden Open 2023","AC Flying High","molliehartenstein;tristanmoore"
"Leiden Open 2023","ASDV Balkan Girls","oananitu;irinachicus"
"Leiden Open 2023","Bayesian Tigers","samuelscheuer;tanaerao"
"Leiden Open 2023","BDU C","gustavkoch;ingapeters"
"Leiden Open 2023","BDU Nord VPN","lisaknodt;manuelenglert"
"Leiden Open 2023","BDU Pumpkin","luisesto;felixreischl"
"Leiden Open 2023","Bel Elitni Odredi","lazarpopovic;mihailobabic"
"Leiden Open 2023","Buc A","anacoman;valeriucarasel"
"Leiden Open 2023","Cam Cam for the vibes","isaacmarchant;darinaandriychenko"
"Leiden Open 2023","Cam Dandelion Bros","sundar;leeweikang"
"Leiden Open 2023","Chug Chug Dove","aliciawang;regisgourdel"
"Leiden Open 2023","Cic Binroom Bullies","markkagach;iddohout"
"Leiden Open 2023","Cic Churchkhela","martijnlogtenberg;nataliabeboshvili"
"Leiden Open 2023","Cic What&#x27;s the flavour of lemon called?","lulusamborska;spyridonkontos"
"Leiden Open 2023","DBCZ Mutually Assured Seduction","matthiasroshardt;dylanrajsingh"
"Leiden Open 2023","EDS How the turn tables","shivyakumar;elisalaures"
"Leiden Open 2023","EDS Made in Eastern Europe","yannisdiakntonis;aniketgodbole"
"Leiden Open 2023","EDS We&#x27;d Rather watch a Feyenoord game ","luukhakvoort;alikaanaydin"
"Leiden Open 2023","EUR Kobe x Shaq","tamimfarhan;amarsamlal"
"Leiden Open 2023","GDS Groan again","inaopartyova;alecfarber"
"Leiden Open 2023","GDS Traumatised Kids from the Eastern B","ioanabutulescu;annabezpala"
"Leiden Open 2023","Go wit Da Flo","florianheimowski;danielmuller"
"Leiden Open 2023","Grandpa Dino &amp; Baby Dino","leonkersten;joepvanheugten"
"Leiden Open 2023","Independent NR","maxrosen;harishnatarajan"
"Leiden Open 2023","PEP Swim like an Eagle, Fly like a Fish","lukamaksic;kristinalazic"
"Leiden Open 2023","SPPH Chai Tea Latte","francescosilva;lavanyakapoor"
"Leiden Open 2023","SPPH Hong Kong Havoc","leelanineveux;kritidhodhi"
"Leiden Open 2023","SPPH Masala Magic","yugabanerjee;arundhatiiyer"
"Leiden Open 2023","SPPH Vodka Chicken Tikka","franciszeksnarski;nachiketjavali"
"Leiden Open 2023","SU I wanna be your vacuum cleaner","andrijanastojkovic;petrastanojevic"
"Leiden Open 2023","Swing 1","speaker;speaker"
"Leiden Open 2023","Swing 2","speaker;speaker"
"Leiden Open 2023","The Land","tarunruschmeier;johannagring"
"Leiden Open 2023","TUDDC John Czina","vaclavkubori;johnnyzheng"
"Leiden Open 2023","TUDDC &quot;opening opposition&quot;","dragosileana;alexander"
"Leiden Open 2023","UAB Confused Balkan Tourists","stefanjosipovic;konstantinpopovic"
"Leiden Open 2023","UB Cats Are The Shit","pavleantonijevic;katarinalazic"
